"Age","Area #","Baths Full","Baths Half","Beds Total","Cooling","County","Current Price","DOM","Elementary School District","Elementary School District Code","Fireplace YN","Foundation","Garage Spaces","Heating","High School District","High School District ID","HOA Exist YN","Latitude","List Price","Listing Date","Longitude","Lot Size","Lot Size Area Min Units","MLS Number","New Construction YN","No Of Stories","Parcel Number","Parking Features","Pool YN","Postal City","Property Sub Type","Property Type","Public Remarks","Roof","Sale Date","Sale Price","Sewer Septic","Sq Ft Total","State","Status","Street Address (Full)","Table","Utilities","Walk Score","Water","Year Built","Zip Code","Zoning"
"1","11","3","1","4","Central Forced Air, Whole House Fan","Santa Clara","$869,000","26","Franklin-McKinley Elementary","457","No","Concrete Slab","2","Central Forced Air - Gas","East Side Union High","474","Yes","37.284585","$869,000","02/23/2017","-121.856966","2,200","Sqft","ML81639840","No","3","455-61-001","Attached","No","San Jose","Res. Townhouse","Residential","New construction home completed December 2016 in an active running and walking community on Communications Hill.  Parkside view to a future planned park, located on a no through-traffic street.  Move-in ready with upgrades throughout the home. Kitchen features espresso soft-close kitchen cabinets and drawers, granite kitchen counter tops and backsplash, oversized kitchen island with breakfast bar, and stainless steel appliances.  LED lighting throughout the home, whole home water softener, plantation shutters, tankless water heater, premium carpet, laminate flooring and tile.  Home air filtration system, and Cor brand thermostat. Master bedroom suite with a large walk-in closet, and premium master bath with a modern walk-in shower and soaking tub, along with custom cabinets, and dual sinks placed in marble counters. Turnkey property with transferable home warranty.","Other","03/31/2017","","Sewer - Public","1,995","California","Contingent","3098 Empoli ST 4","Residential","Individual Electric Meters, Individual Gas Meters, Public","37","Public, Water Softener","2016","95136","R1"
"55","605","2","0","3","None","San Mateo","$869,000","9","Cabrillo Unified","924","Yes","Concrete Perimeter","2","Central Forced Air - Gas","Cabrillo Unified","924","No","37.454800","$869,000","03/25/2017","-122.437692","5,250","Sqft","ML81643927","No","1","064-221-700","Attached, On Street","No","Half Moon Bay","Res. Single Family","Residential","LOCATION! LOCATION!  LOCATION!  Very well maintained ranch style home within walking distance to both the beach and downtown Half Moon Bay!  Enter into the natural light filled living room/dining room combo featuring glistening hardwood floors, gas burning fireplace, and large picture windows.  The kitchen has tile flooring, a breakfast nook and a sliding door to a private side yard with fire pit. The master bedroom features an updated bathroom, walk-in closet and sliding door to access the  backyard which has pear and apple trees and detached storage shed.","Composition","04/02/2017","","Sewer - Public","1,200","California","Pending","335 Grove ST ","Residential","Individual Electric Meters, Individual Gas Meters, Public","31","Public","1962","94019","R10000"
"62","661","2","0","3","None","San Mateo","$869,000","7","Pacifica","928","Yes","Concrete Perimeter and Slab","1","Central Forced Air","Jefferson Union High","927","No","37.649271","$869,000","03/31/2017","-122.474645","5,000","Sqft","ML81644735","No","2","009-334-160","Attached, On Street","No","Pacifica","Res. Single Family","Residential","Brand new appliances, covered patio, separate bonus/office space, 2 bonus rooms, separate dining room, eat-in kitchen, great for a home business.  Close to school, bus stop, shopping center.","Composition, Shingle","","","Sewer in Street","1,220","California","Active","475 Glasgow DR ","Residential","Public","52","Public","1955","94044","R10006"
"33","3","2","0","3","Central Forced Air","Santa Clara","$868,000","18","Evergreen Elementary","456","Yes","Concrete Block, Wood Frame","2","Central Forced Air - Gas","East Side Union High","474","No","37.316574","$868,000","03/20/2017","-121.783582","3,854","Sqft","ML81643110","No","1","659-41-022","Attached, Lighted Parking Area, On Street, Unassigned Spaces","No","San Jose","Res. Single Family","Residential","Open House Saturday April 8th, 2017 at 1:00PM - 4:00PM!! This 1,327 square feet Evergreen home has 3 bedrooms & 2 baths, newly remodeled Kitchen with granite counter top and new appliances: Hood, Range, Dishwasher, Sink and Garbage Disposal; new laminated flooring and baseboards, new interior doors, recessed lights, new bathroom light fixtures and shower doors, new interior paint; Located in a desirable school district: Millbrook Elementary School API 887, Quimby Oak Middle School API 891, Evergreen Valley High School API 866; Accessible to local shopping centers and neighborhood park with tennis courts.","Shingle","","","Sewer - Public","1,327","California","Active","3267 Janelle DR ","Residential","Individual Electric Meters, Individual Gas Meters","53","Public","1984","95148","A-PD"
"46","5","2","0","3","None","Santa Clara","$868,000","8","Berryessa Union Elementary","452","Yes","Concrete Perimeter, Concrete Perimeter and Slab","2","Central Forced Air - Gas","East Side Union High","474","No","37.387200","$868,000","03/29/2017","-121.876693","6,000","Sqft","ML81644302","No","1","245-22-009","Attached, Off-Street Parking","No","San Jose","Res. Single Family","Residential","Wonderful charming Berryessa neighborhood home, conveniently located near Flickinger park, Hwy 680, 280, 101, and a future BART stop. Quiet cul-de-sac location with no traffic. Established neighborhood with many longtime neighbors on the street. 3 bedrooms, 2 bathrooms, large family room with lots of light and located right off the kitchen with access to the rear yard. Updated kitchen with granite countertops, newer appliances, kitchen island with bar stool seating and tons of storage. Master bedroom has a walk in closet and is adjacent to a bonus room which could be used for an office or additional storage or play room or more?? Formal living room and good size bedrooms make this a great place to call home. 2 car attached garage with more storage, great back yard with covered patio perfect for entertaining and a large deck. Storage shed included as well. Move right in. You wont be disappointed","Metal","04/05/2017","","Sewer - Public","1,446","California","Pending","1963 Donohue CT ","Residential","Public","51","Public","1971","95131","A-PD"
"46","12","2","1","4","Central Forced Air","Santa Clara","$868,000","7","San Jose Unified","482","Yes","Concrete Perimeter and Slab","2","Central Forced Air","San Jose Unified","482","No","37.234803","$868,000","03/31/2017","-121.849368","7,480","Sqft","ML81644695","No","2","695-12-016","Attached, Gate/Door Opener, Room for Oversized Vehicle","No","San Jose","Res. Single Family","Residential","Beautiful home with an abundance of space on a large lot at the base of the Blossom Valley Foothills!  Don’t miss out!  Minutes from shopping, restaurants and the Oakridge Mall but seems like lightyears away from the hustle and bustle of Silicon Valley, due to the serene location in the foothills.  Awesome tri-level floorplan where you can host your friends in the living room while the kiddos play in the family room just feet away.  Biggest lot on the block, corner lot, new master bathroom, granite countertops, large garage, huge backyard with fruit trees and raised deck, extra parking/storage on side.  What else do you need?","Composition","","","Sewer - Public","2,124","California","Active","798 Sunset Glen DR ","Residential","Public","20","Public","1971","95123","R1-8"
"68","689","1","1","3","None","San Mateo","$868,000","0","Jefferson Elementary","693","Yes","Concrete Perimeter","1","Central Forced Air","Jefferson Union High","927","No","","$848,000","03/30/2017","","4,900","Sqft","ML81644830","No","","006-121-270","Attached","No","Daly City","Res. Single Family","Residential","","Composition","03/31/2017","$868,000","Sewer - Public","1,440","California","Sold","604 Midway AVE ","Residential","Public","","Public","1949","94015","r1"
"4","6","3","1","3","Central Forced Air","Santa Clara","$868,000","7","Milpitas Unified","479","No","Concrete Slab","2","Central Forced Air - Gas","Milpitas Unified","479","Yes","37.405139","$868,000","03/31/2017","-121.899615","1,829","Sqft","ML81644903","No","3","086-72-031","Attached","No","Milpitas","Res. Townhouse","Residential","Harmony's Finest Town House**One Bedroom & One Full Bathroom on Ground Floor*Updated Kitchen with Designer Cabinets,Granite Counter Tops, Subway Tile Backsplash, SS-Appliances,Large Center Island & Recessed Lighting*Engineered Hardwood Flooring*Crown Molding*Updated Baths with Double & Single Sink Vanities*Each Bedroom Features it's Own Private Full Bathroom*Dual Pane Windows*Custom Interior Paint*Tankless Water Heater*Dual Zone Heating*Air Conditioning*2 Car Garage Side by Side*Low HOA-Full of Amenities*Walking Distance to Future Bart & Elementary*Close to Future Grocery & Retail Hub*Must See!","Tile","","","Sewer - Public","1,640","California","Active","1988 Lee WAY ","Residential","Public","35","Public","2013","95035","R3-TO"
"0","4","3","0","4","Central Forced Air","Santa Clara","$865,000","4","Alum Rock Union Elementary","451","No","Concrete Perimeter and Slab","2","Central Forced Air","East Side Union High","474","No","37.333502","$849,000","03/17/2017","-121.837767","5,400","Sqft","ML81642858","Yes","2","486-04-036","Attached","No","San Jose","Res. Single Family","Residential","A Rare Brand New 2 stories Home in the High-Demand Area. Featuring a Great Open Floor Plan with 4 Bedrooms & 3 Full Bathrooms. Modern Kitchen with Quartz Countertop, Stainless Steel Appliances. 9 Feet High Ceiling. Custom Crown Molding. Recessed Lighting. Hardwood Floor through out. Double Pane Windows with Plantation Wood Shutters. Master Bath with Jacuzzi Bathtub, Double Sinks, Walk-in closet. 2 Units Hvac Systems. Cable TV & Data Hook-up. Tile Roof. Near Plazas, Markets, & Shopping. Easy Access to Freeway. Don't Miss Your Opportunity to Own This Wonderful Home. Must See!","Tile","03/20/2017","$865,000","Sewer - Public","2,002","California","Sold","1590 Bahama WAY ","Residential","Public","62","Public","2017","95122","R1-8"
"57","1","3","1","3","Ceiling Fan, Central Forced Air, Central Forced Air - Gas","Santa Clara","$865,000","0","Morgan Hill Unified","480","Yes","Concrete Perimeter, Pillars/Posts/Piers","2","Central Forced Air, Solar","Morgan Hill Unified","480","No","37.120168","$865,000","04/07/2017","-121.654031","9,900","Sqft","ML81645918","No","1","767-11-031","Attached, Guest / Visitor Parking","No","Morgan Hill","Res. Single Family","Residential","Bring your extended families. Two master suites, two bedrooms with jack and jill bathroom. Huge Kitchen for a family that loves to cook together. 48 inch Gas Range with 6 gas Burner Monogram with center grill. Double oven and warming lights on Stainless steel Commercial hood. 9 1/2 ft.Center Island. 14 ft.Granite breakfast bar. Large backyard! Entertainers dream with large gas Pizza oven. Separate children's play yard and large backyard deck.","Composition","","","Community Sewer/Septic","3,092","California","Active","345 Spring AVE ","Residential","Public","49","Public","1960","95037","R1"
"50","12","2","1","5","Other","Santa Clara","$860,000","9","San Jose Unified","482","No","Other","2","Other","San Jose Unified","482","No","37.272426","$860,000","10/09/2016","-121.865496","6,700","Sqft","ML81627804","No","2","459-25-007","Off-Street Parking","Yes","San Jose","Res. Single Family","Residential","Desirable neighborhood with ample off street parking. Close to shopping and schools. In ground pool. Close to freeways and shopping.","Shingle","10/18/2016","","Sewer - Public","2,112","California","Pending","811 Clarkston DR ","Residential","Public","60","Public","1966","95136","R1-8"
