"X..Lot.SqFt","Age","Area..","Area.Name","Baths.Full","Baths.Half","Beds.Total","County","DOM","HOA.Fee","List.Price","Listing.Date","Lot.Size","MLS.Number","Parcel.Number","Postal.City","Price.SqFt","Sale.Date","Sale.Price","Sq.Ft.Total","Status","Street.Address","Year.Built","Zip.Code","Zoning","Elementary.School","Elementary.School.District","Elementary.School.District.Code","Elementary.School.ID","Middle.School","Middle.School.ID","High.School","High.School.District","High.School.District.ID","High.School.ID","propertyAddresses","latitude","longitude","latLongConf"
"$ 266.02",0,"203","North Shoreline",2,1,3,"Santa Clara",6,NA,"$1,598,000","04/06/2017","6,007","ML81645652","153-13-025","Mountain View","900.79","","","1,774","Active","1657 Rock Street",2017,94043,"R1SD","Monta Loma Elementary","Mountain View Whisman","465","1,084","Crittenden Middle","1,083","Los Altos High","Mountain View-Los Altos Union High","477","265","1657 Rock Street, Mountain View, CA, 94043",37.412103,-122.084687,1
"$ 122.92",52,"433","The Highlands / Ticonderoga",2,1,4,"San Mateo",6,NA,"$1,598,000","04/06/2017","13,000","ML81645690","041-292-100","San Mateo","679.13","","","2,353","Active","1236 Laurel Hill Drive",1965,94402,"R10008","Highlands Elementary","San Mateo-Foster City Elementary","938","640","Borel Middle","610","Aragon High","San Mateo Union High","939","602","1236 Laurel Hill Drive, San Mateo, CA, 94402",37.527513,-122.356512,1
"$ 127.55",69,"490","Capuchino",2,1,4,"San Mateo",6,NA,"$1,598,000","04/06/2017","12,528","ML81645793","021-091-090","Millbrae","680.00","","","2,350","Active","716 Hacienda Way",1948,94030,"R10006","","Millbrae Elementary","932","","","","","San Mateo Union High","939","","716 Hacienda Way, Millbrae, CA, 94030",37.606552,-122.411526,1
"$ 256.09",15,"3","Evergreen",4,0,6,"Santa Clara",5,NA,"$1,598,000","04/07/2017","6,240","ML81645934","660-68-008","San Jose","454.24","04/12/2017","","3,518","Contingent","4744 San Lucas Way",2002,95135,"A-PD","","Evergreen Elementary","456","","","","","East Side Union High","474","","4744 San Lucas Way, San Jose, CA, 95135",37.308176,-121.756263,0.878
"$ 199.95",54,"19","Sunnyvale",2,0,4,"Santa Clara",0,NA,"$1,598,000","04/12/2017","7,992","ML81646472","202-11-053","Sunnyvale","803.82","","","1,988","Active","718 W Remington Drive",1963,94087,"R1","","Sunnyvale","470","","","","","Fremont Union High","475","","718 W Remington Drive, Sunnyvale, CA, 94087",37.359321,-122.042652,1
"$ 242.12",60,"19","Sunnyvale",2,0,3,"Santa Clara",0,NA,"$1,598,000","04/12/2017","6,600","ML81646491","313-34-025","Sunnyvale","1,048.56","","","1,524","Active","1648 Quail Avenue",1957,94087,"R0","Laurelwood Elementary","Santa Clara Unified","483","391","Marian A. Peterson Middle","1,103","Adrian Wilcox High","Santa Clara Unified","483","410","1648 Quail Avenue, Sunnyvale, CA, 94087",37.339289,-122.00542,1
"$ 195.04",79,"481","Highlands Millbrae",3,0,4,"San Mateo",23,NA,"$1,595,000","03/10/2017","8,178","ML81641852","024-141-010","Millbrae","715.25","04/07/2017","","2,230","Contingent","290 Poplar Avenue",1938,94030,"R10006","Meadows Elementary","Millbrae Elementary","932","735","Taylor Middle","737","Mills High","San Mateo Union High","939","659","290 Poplar Avenue, Millbrae, CA, 94030",37.599376,-122.394636,1
"$ 212.70",8,"417","Eastern Addition/Downtown Area",2,1,3,"San Mateo",5,NA,"$1,595,000","03/31/2017","7,499","ML81644721","123-720-010","San Mateo","758.08","04/05/2017","","2,104","Pending","323 Elm Street",2009,94401,"SFR","","San Mateo-Foster City Elementary","938","","","","","San Mateo Union High","939","","323 Elm Street, San Mateo, CA, 94401",37.570409,-122.332458,1
"$ 180.65",28,"6","Milpitas",3,0,4,"Santa Clara",5,140,"$1,595,000","04/07/2017","8,829","ML81645977","029-55-008","Milpitas","453.64","","","3,516","Active","1705 Pebble Beach Court",1989,95035,"R1","Marshall Pomeroy Elementary","Milpitas Unified","479","282","","","Milpitas High","Milpitas Unified","479","293","1705 Pebble Beach Court, Milpitas, CA, 95035",37.458938,-121.87786,1
"$ 212.67",16,"607","Alsace Lorraine",3,0,4,"San Mateo",4,NA,"$1,595,000","04/08/2017","7,500","ML81643131","056-103-040","Half Moon Bay","493.20","","","3,234","Active","216 Correas Street",2001,94019,"R10006","Alvin S. Hatch Elementary","Cabrillo Unified","924","601","Manuel F. Cunha Intermediate","654","Half Moon Bay High","Cabrillo Unified","924","1,035","216 Correas Street, Half Moon Bay, CA, 94019",37.462776,-122.440288,0.878
"$ 264.67",50,"19","Sunnyvale",2,1,5,"Santa Clara",0,NA,"$1,588,000","04/12/2017","6,000","ML81646489","201-29-065","Sunnyvale","664.99","","","2,388","Active","886 Savory Drive",1967,94087,"R0","Cumberland Elementary","Sunnyvale","470","204","Sunnyvale Middle","210","Fremont High","Fremont Union High","475","257","886 Savory Drive, Sunnyvale, CA, 94087",37.361399,-122.03779,1
"$ 4.38",77,"3","Evergreen",2,0,3,"Santa Clara",27,NA,"$1,450,000","02/13/2017","360,942","ML81638720","676-23-013","San Jose","1,580.00","03/22/2017","$1,580,000","1,000","Sold","3630 Kettmann Road",1940,95121,"R1B1","","Evergreen Elementary","456","","","","","East Side Union High","474","","3630 Kettmann Road, San Jose, CA, 95121",37.305671,-121.793968,1
"$ 234.32",90,"10","Willow Glen",3,0,4,"Santa Clara",13,NA,"$1,550,000","01/26/2017","6,615","ML81636841","439-12-081","San Jose","596.15","02/13/2017","","2,600","Contingent","1725 Lincoln Avenue",1927,95125,"R2","Booksin Elementary","San Jose Unified","482","358","Willow Glen Middle","343","Willow Glen High","San Jose Unified","482","350","1725 Lincoln Avenue, San Jose, CA, 95125",37.298048,-121.893254,1
"$ 339.84",93,"334","High School Acres Etc.",2,0,4,"San Mateo",12,NA,"$1,495,000","02/26/2017","4,561","ML81638423","058-111-040","Redwood City","774.23","03/08/2017","$1,550,000","2,002","Sold","224 Hillview Avenue",1924,94062,"R10006","","Redwood City Elementary","935","","","","","Sequoia Union High","940","","224 Hillview Avenue, Redwood City, CA, 94062",37.476388,-122.24893,1
"$ 377.50",41,"18","Cupertino",2,0,3,"Santa Clara",27,NA,"$1,550,000","03/16/2017","4,106","ML81642536","369-42-002","Cupertino","1,006.49","","","1,540","Active","10251 Miller Avenue",1976,95014,"R1CP","","Cupertino Union","455","","","","","Fremont Union High","475","","10251 Miller Avenue, Cupertino, CA, 95014",37.318631,-122.013431,1
"$ 194.11",50,"10","Willow Glen",3,0,4,"Santa Clara",86,NA,"$1,549,000","03/09/2017","7,980","ML81641644","429-45-073","San Jose","607.45","","","2,550","Canceled","1679 Dry Creek Road",1967,95125,"R1-5","","San Jose Unified","482","","","","","San Jose Unified","482","","1679 Dry Creek Road, San Jose, CA, 95125",37.28817,-121.908512,1
"$ 260.77",60,"8","Santa Clara",2,0,5,"Santa Clara",7,NA,"$1,549,000","03/31/2017","5,940","ML81644885","296-13-051","Santa Clara","972.99","04/07/2017","","1,592","Pending","3173 Mckinley Drive",1957,95051,"R1","","Cupertino Union","455","","","","","Fremont Union High","475","","3173 Mckinley Drive, Santa Clara, CA, 95051",37.324339,-121.98569,1
"$ 217.97",20,"3","Evergreen",3,1,4,"Santa Clara",34,125,"$1,548,000","03/02/2017","7,102","ML81640805","680-43-004","San Jose","513.60","04/05/2017","","3,014","Contingent","5791 Capilano Drive",1997,95138,"A-PD","Silver Oak Elementary","Evergreen Elementary","456","354","Chaboya Middle","352","Silver Creek High","East Side Union High","474","253","5791 Capilano Drive, San Jose, CA, 95138",37.277924,-121.752371,1
"$ 152.24",51,"13","Almaden Valley",3,0,5,"Santa Clara",7,38,"$1,548,000","04/04/2017","10,168","ML81644482","577-20-038","San Jose","607.06","04/11/2017","","2,550","Pending","6470 Mojave Drive",1966,95120,"R1B6","Simonds Elementary","San Jose Unified","482","376","","","Leland High","San Jose Unified","482","346","6470 Mojave Drive, San Jose, CA, 95120",37.223329,-121.875509,1
"$ 183.61",65,"333","Central Park Etc.",3,0,4,"San Mateo",10,NA,"$1,450,000","03/14/2017","8,360","ML81642319","069-053-130","Redwood City","969.68","03/24/2017","$1,535,000","1,583","Sold","1518 Glenn Way",1952,94061,"R10006","","Redwood City Elementary","935","","","","","Sequoia Union High","940","","1518 Glenn Way, Redwood City, CA, 94061",37.458934,-122.236755,1
"$ 318.33",71,"352","El Sereno Corte Etc.",2,0,3,"San Mateo",14,NA,"$1,528,000","03/24/2017","4,800","ML81643748","051-342-170","San Carlos","943.21","04/05/2017","","1,620","Pending","1136 Walnut Street",1946,94070,"R10006","","San Carlos Elementary","937","","","","","Sequoia Union High","940","","1136 Walnut Street, San Carlos, CA, 94070",37.499191,-122.253974,1
"$ 121.22",5,"1","Morgan Hill / Gilroy / San Martin",3,1,4,"Santa Clara",5,105,"$1,525,000","04/07/2017","12,580","ML81645926","728-55-007","Morgan Hill","394.06","","","3,870","Active","18480 Altimira Circle",2012,95037,"R1","Nordstrom Elementary","Morgan Hill Unified","480","301","Martin Murphy Middle","306","Ann Sobrato High","Morgan Hill Unified","480","1,080","18480 Altimira Circle, Morgan Hill, CA, 95037",37.1609,-121.63999,0.815
"$ 170.63",56,"10","Willow Glen",2,1,4,"Santa Clara",55,NA,"$1,520,000","02/16/2017","8,908","ML81639203","442-42-057","San Jose","615.38","","","2,470","Active","1697 Husted Avenue",1961,95124,"R1-8","Schallenberger Elementary","San Jose Unified","482","375","Willow Glen Middle","343","Willow Glen High","San Jose Unified","482","350","1697 Husted Avenue, San Jose, CA, 95124",37.274481,-121.908595,1
"$ 253.33",54,"18","Cupertino",2,0,4,"Santa Clara",8,NA,"$1,278,000","03/07/2017","6,000","ML81641428","381-46-023","San Jose","945.86","03/15/2017","$1,520,000","1,607","Sold","1089 Del Cambre Drive",1963,95129,"R1-8","Easterbrook Discovery","Moreland Elementary","464","155","Moreland Middle","35,652","Prospect High","Campbell Union High","473","241","1089 Del Cambre Drive, San Jose, CA, 95129",37.306974,-121.988612,0.878
"$ 128.34",64,"15","Campbell",2,0,3,"Santa Clara",13,NA,"$1,249,000","02/24/2017","11,781","ML81640011","299-02-030","San Jose","900.54","03/09/2017","$1,512,000","1,679","Sold","3201 Finch Drive",1953,95117,"R1-5","George C. Payne Elementary","Moreland Elementary","464","158","Moreland Middle","35,652","","Campbell Union High","473","","3201 Finch Drive, San Jose, CA, 95117",37.303768,-121.953202,1
"$ 284.25",15,"27","Alameda County",3,0,4,"Alameda",0,NA,"$1,500,000","04/09/2015","5,277","ML81459196","087-0101-157","Fremont","630.25","","","2,380","Withdrawn","176 Black Mountain Circle",2000,94536,"r2","","","","","","","","","","","176 Black Mountain Circle, Fremont, CA, 94536",37.588959,-122.001221,1
"$ 208.04",58,"19","Sunnyvale",2,0,4,"Santa Clara",20,NA,"$1,528,000","02/15/2017","7,210","ML81639011","201-30-024","Sunnyvale","1,064.58","03/06/2017","$1,500,000","1,409","Sold","619 W Remington Drive",1959,94087,"R0","Cumberland Elementary","Sunnyvale","470","204","Sunnyvale Middle","210","Fremont High","Fremont Union High","475","257","619 W Remington Drive, Sunnyvale, CA, 94087",37.359051,-122.037779,1
"$ 204.07",21,"3","Evergreen",3,0,4,"Santa Clara",16,120,"$1,499,950","03/21/2017","7,350","ML81643231","680-26-015","San Jose","559.27","04/05/2017","","2,682","Contingent","5171 Apennines Circle",1996,95138,"A-PD","","Evergreen Elementary","456","","","","","East Side Union High","474","","5171 Apennines Circle, San Jose, CA, 95138",37.284558,-121.77013,1
"$ 235.84",64,"333","Central Park Etc.",2,0,3,"San Mateo",6,NA,"$1,499,950","04/06/2017","6,360","ML81645792","058-433-010","Redwood City","731.68","","","2,050","Active","2603 McGarvey Avenue",1953,94061,"R10006","Roosevelt Elementary","Redwood City Elementary","935","671","John F. Kennedy Middle","646","Sequoia High","Sequoia Union High","940","674","2603 McGarvey Avenue, Redwood City, CA, 94061",37.464175,-122.244642,1
"$ 184.72",27,"13","Almaden Valley",4,0,5,"Santa Clara",4,NA,"$1,499,950","04/07/2017","8,120","ML81645819","577-30-065","San Jose","430.40","04/10/2017","","3,485","Pending","1285 Mcabee Estates Place",1990,95120,"R1-5","Los Alamitos Elementary","San Jose Unified","482","369","Castillero Middle","338","Pioneer High","San Jose Unified","482","348","1285 Mcabee Estates Place, San Jose, CA, 95120",37.225891,-121.877181,0.948
"$ 490.13",14,"8","Santa Clara",3,1,4,"Santa Clara",9,125,"$1,499,800","03/22/2017","3,060","ML81643354","097-94-011","Santa Clara","720.02","03/30/2017","","2,083","Pending","4257 Marston Lane",2003,95054,"PD","Don Callejon","Santa Clara Unified","483","1,101","","","Santa Clara High","Santa Clara Unified","483","408","4257 Marston Lane, Santa Clara, CA, 95054",37.397768,-121.949433,1
"$ 185.06",30,"27","Alameda County",2,1,4,"Alameda",7,70,"$1,499,000","03/17/2017","8,100","ML81642768","513-0715-007","Fremont","799.47","03/24/2017","","1,875","Pending","44238 Topaz Way",1987,94539,"R","Mission San Jose Elementary","Fremont Unified","1,307","26,915","","","Mission San Jose High","Fremont Unified","1,307","26,874","44238 Topaz Way, Fremont, CA, 94539",37.515337,-121.926962,1
"$ 99.93",92,"16","Los Gatos/Monte Sereno",2,1,3,"Santa Clara",10,NA,"$1,499,000","03/27/2017","15,000","ML81644100","532-37-023","Los Gatos","788.95","04/06/2017","","1,900","Pending","122 Whitney Avenue",1925,95030,"R110","Louise Van Meter Elementary","Los Gatos Union Elementary","461","143","Raymond J. Fisher Middle","141","Los Gatos High","Los Gatos-Saratoga Joint Union High","476","262","122 Whitney Avenue, Los Gatos, CA, 95030",37.222713,-121.970404,0.878
"$ 307.17",77,"352","El Sereno Corte Etc.",1,0,3,"San Mateo",9,NA,"$1,499,000","03/29/2017","4,880","ML81644279","051312020","San Carlos","1,127.07","04/07/2017","","1,330","Pending","1161 Woodland",1940,94070,"R100","Brittan Acres Elementary","San Carlos Elementary","937","613","Central Middle","619","","Sequoia Union High","940","","1161 Woodland, San Carlos, CA, 94070",37.497618,-122.256061,0.902
"$ 280.97",70,"492","Millwood",2,0,4,"San Mateo",11,NA,"$1,499,000","03/31/2017","5,335","ML81644693","021-263-040","Millbrae","908.48","04/11/2017","","1,650","Pending","407 Paramount Drive",1947,94030,"R10006","","Millbrae Elementary","932","","","","","San Mateo Union High","939","","407 Paramount Drive, Millbrae, CA, 94030",37.606895,-122.406757,1
"$ 291.35",76,"333","Central Park Etc.",2,0,3,"San Mateo",4,NA,"$1,499,000","04/08/2017","5,145","ML81646039","058-214-050","Redwood City","938.05","","","1,598","Active","1703 Roosevelt Avenue",1941,94061,"R20000","","Redwood City Elementary","935","","","","","Sequoia Union High","940","","1703 Roosevelt Avenue, Redwood City, CA, 94061",37.468959,-122.238224,1
"$ 249.83",62,"19","Sunnyvale",2,0,3,"Santa Clara",2,NA,"$1,499,000","04/10/2017","6,000","ML81646234","198-19-029","Sunnyvale","1,178.46","","","1,272","Active","1164 Lynn Way",1955,94087,"R0","Cherry Chase Elementary","Sunnyvale","470","202","Sunnyvale Middle","210","Homestead High","Fremont Union High","475","258","1164 Lynn Way, Sunnyvale, CA, 94087",37.368397,-122.056423,1
"$ 149.90",44,"8","Santa Clara",2,0,3,"Santa Clara",1,NA,"$1,499,000","04/11/2017","10,000","ML81646290","294-29-035","Santa Clara","846.41","","","1,771","Active","461 Tanoak Drive",1973,95051,"R1B","Sutter Elementary","Santa Clara Unified","483","402","Buchser Middle","406","Santa Clara High","Santa Clara Unified","483","408","461 Tanoak Drive, Santa Clara, CA, 95051",37.33174,-121.9696,1
"$ 272.53",68,"423","San Mateo Village/Glendale Village",2,0,4,"San Mateo",26,NA,"$1,498,888","03/15/2017","5,500","ML81642346","040-126-010","San Mateo","842.55","","","1,779","Withdrawn","506 E 39th Avenue",1949,94403,"R10006","","San Mateo-Foster City Elementary","938","","","","","San Mateo Union High","939","","506 E 39th Avenue, San Mateo, CA, 94403",37.537653,-122.284671,0.941
"$ 214.00",91,"355","Cordes Etc.",2,0,3,"San Mateo",10,NA,"$1,498,000","03/27/2017","7,000","ML81643985","050-021-220","San Carlos","907.88","04/05/2017","","1,650","Pending","104 Arundel Road",1926,94070,"R10006","Arundel Elementary","San Carlos Elementary","937","603","Tierra Linda Middle","1,044","Carlmont High","Sequoia Union High","940","617","104 Arundel Road, San Carlos, CA, 94070",37.504001,-122.270247,0.878
"$ 181.18",59,"19","Sunnyvale",2,0,3,"Santa Clara",7,NA,"$1,498,000","04/05/2017","8,268","ML81645473","309-47-046","Sunnyvale","1,300.35","","","1,152","Active","749 Limerick Court",1958,94087,"R0","Louis V. Stocklmeir Elementary","Cupertino Union","455","1,057","Cupertino Middle","70","Fremont High","Fremont Union High","475","257","749 Limerick Court, Sunnyvale, CA, 94087",37.339268,-122.019591,1
"$ 239.99",64,"333","Central Park Etc.",2,1,3,"San Mateo",4,NA,"$1,498,000","04/07/2017","6,242","ML81645799","069-092-230","Redwood City","902.41","04/08/2017","","1,660","Pending","2423 Palm Avenue",1953,94061,"R10006","","Redwood City Elementary","935","","","","","Sequoia Union High","940","","2423 Palm Avenue, Redwood City, CA, 94061",37.460694,-122.236791,1
"$ 235.91",108,"9","Central San Jose",3,0,4,"Santa Clara",5,NA,"$1,498,000","04/07/2017","6,350","ML81645904","467-27-025","San Jose","501.51","","","2,987","Active","699 E San Fernando Street",1909,95112,"R1-8","Horace Mann Elementary","San Jose Unified","482","371","Peter Burnett Middle","337","San Jose High Academy","San Jose Unified","482","349","699 E San Fernando Street, San Jose, CA, 95112",37.341163,-121.874867,1
"$ 9.94",36,"4","Alum Rock",4,0,4,"Santa Clara",1,150,"$1,498,000","04/11/2017","150,729","ML81643491","654-60-006","San Jose","409.74","","","3,656","Active","3033 Three Springs Road",1981,95140,"HS","","Alum Rock Union Elementary","451","","","","","East Side Union High","474","","3033 Three Springs Road, San Jose, CA, 95140",37.363092,-121.766339,0.686
"$ 251.68",54,"19","Sunnyvale",2,0,3,"Santa Clara",1,NA,"$1,498,000","04/11/2017","5,952","ML81646414","211-30-016","Sunnyvale","916.77","","","1,634","Active","1262 Rembrandt Drive",1963,94087,"R0","Louis V. Stocklmeir Elementary","Cupertino Union","455","1,057","Cupertino Middle","70","Fremont High","Fremont Union High","475","257","1262 Rembrandt Drive, Sunnyvale, CA, 94087",37.352911,-122.022655,1
"$ 299.60",68,"423","San Mateo Village/Glendale Village",3,0,5,"San Mateo",0,NA,"$1,498,000","04/12/2017","5,000","ML81646488","040-122-030","San Mateo","601.61","","","2,490","Active","3712 Branson Drive",1949,94403,"R10006","","San Mateo-Foster City Elementary","938","","","","","San Mateo Union High","939","","3712 Branson Drive, San Mateo, CA, 94403",37.540028,-122.284893,1
"$ 174.73",39,"27","Alameda County",2,1,4,"Alameda",15,NA,"$1,495,000","03/02/2017","8,556","ML81640790","513-0704-051","Fremont","722.92","03/17/2017","","2,068","Pending","43295 Paseo Padre Parkway",1978,94539,"r","Mission Valley Elementary","Fremont Unified","1,307","26,893","William Hopkins Junior High","26,907","Mission San Jose High","Fremont Unified","1,307","26,874","43295 Paseo Padre Parkway, Fremont, CA, 94539",37.713986,-121.944763,0.463
